index,title,creator,date,contributor,publisher,description,authorlink,cataloglink,links,notes,type,subject,identifier,findingAids
91,Martyrologium romanum : reimpressio integra textus officialis cum emendationibus et variationibus usque ad Concilium Oecumenicum Vaticanum II convocatum effectis necnon nova introductione aucta,curantibus Cuthbert Johnson & Anthony Ward.,c1998,"['Johnson, Cuthbert, 1946-$$QJohnson, Cuthbert, 1946-', 'Ward, Anthony, 1948-$$QWard, Anthony, 1948-', 'Catholic Church. Martyrologium romanum.$$QCatholic Church. Martyrologium romanum.', 'Catholic Church. Martyrologium romanum. --1956. --$$QCatholic Church. Martyrologium romanum.']","Roma : C.L.V.-Edizioni Liturgiche, c1998.",,,"<a href=""http://id.lib.harvard.edu/alma/990077945120203941/catalog"">http://id.lib.harvard.edu/alma/990077945120203941/catalog</a>",,"Introduction in Italian and English; text in Latin.""... in 1956 an editio quarta post typicam, which we reproduce here together with a supplement entitled Variationes that appeared on 26 July 1960.""--P. xxii.Includes index.",book,"['Catholic Church -- Liturgy -- Calendar.', 'Catholic Church -- Liturgy -- Calendar -- Texts.', 'Catholic Church -- Liturgy -- Texts.', 'Christian saints -- Calendar.', 'Martyrologies -- Texts.']","['OCLC: 39441300', 'HOLLIS+: 990077945120203941', 'ISBN: 8886655436']",
92,Codice diplomatico bresciano,,2000-,,"Brescia : Fondazione Civiltà bresciana, 2000-",,,"<a href=""http://id.lib.harvard.edu/alma/990090014670203941/catalog"">http://id.lib.harvard.edu/alma/990090014670203941/catalog</a>",,,journal,,"['OCLC: 236073794', 'HOLLIS+: 990090014670203941']",
93,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
94,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
95,Rationarii temporum,"Petau, Denis, 1583-1652. $$QPetau, Denis, 1583-1652.",1636,,"Parisiis, Cramoisy, 1636.",,"?limit=30&query=facet_creator,exact,Petau++Denis++1583-1652.+$$QPetau++Denis++1583-1652.","<a href=""http://id.lib.harvard.edu/alma/990064691270203941/catalog"">http://id.lib.harvard.edu/alma/990064691270203941/catalog</a>",,,book,,"['OCLC: 79617865', 'HOLLIS+: 990064691270203941']",
96,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
97,De civitate Dei,"Sloan, Michael",2013,,Oxford University Press,"Rome, ‘the queen of cities’, an epithet given by Jerome in his commentary on Eph. ( c .387), was also","?limit=30&query=facet_creator,exact,Sloan++Michael",,,,reference_entry,Early Christianity,"['HOLLIS+:', 'ISBN: 9780191789830']",
98,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
99,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
100,Musei italici tomus II: complectens antiquos libros rituales sanctae Romanae Ecclesiae : cum commentario praevio in ordinem romanum,"Mabillon, Jean",1724,"Montalant, François ((París)) ; Colegio Menor de Santa Catalina Mártir de Los Verdes (Alcalá de Henares)",Lutetiae Parisiorum: apud Montalant ...,"['[8], CLVIII, [1], [1] en bl., 614 p.', 'il.', 'Encabezamiento tomado de Brunet, Manuel du libraire']","?limit=30&query=facet_creator,exact,Mabillon++Jean",,,,book,Iglesia Católica--Ritos Y Ceremonias--Obras Anteriores A 1800,HOLLIS+:,
101,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
102,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
103,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
104,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
105,"Monumenta historica Boemiae nusquam antehac edita, quibus non modo patriae, aliarumque vicinarum regionum, sed et remotissimarum gentium historia mirum quantum illustratur","['Dobner, Gelasius, 1719-1790. $$QDobner, Gelasius, 1719-1790.', 'collegit, et partim ex autographs, partim ex legitimis apographis codicibus, recensuit, cum aliis manuscriptis exemplaribus contulit, pluribus animadversionibus, aerique incisis sigillis adornavit, denique locupletissimo indice instruxit P. Gelasius Dobner.']",1764-,"['Klauser, Jan Josef, 1705-1771 [printer]$$QKlauser, Jan Josef, 1705-1771', 'Klauserová, Žofie Johana, -1780 [printer]$$QKlauserová, Žofie Johana, -1780', 'Rosenmüller Heredum [printer]$$QRosenmüller Heredum']","Pragae : Literis Johannae Sophiae Clauserianae, 1764-",,"?limit=30&query=facet_creator,exact,Dobner++Gelasius++1719-1790.+$$QDobner++Gelasius++1719-1790.","<a href=""http://id.lib.harvard.edu/alma/990046584460203941/catalog"">http://id.lib.harvard.edu/alma/990046584460203941/catalog</a>",,"Includes bibliographical references. References:  Bodleian Library. Catalogus impressorum librorum Bibliothecae Bodleianae in Academia Oxoniensi, volume 4, page 272",book,"['Bohemia (Czech Republic) -- History -- Sources.', 'Bohemia (Czech Republic) -- History.']","['OCLC: 3142422', 'HOLLIS+: 990046584460203941']",
106,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
107,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
108,Schlesische Urkunden zur Geschichte der Juden im Mittelalter / /c von Ludwig Oelsner..,"Oelsner, Ludwig",1864,,"Wien: Aus der K.K. Hof- und Staatsdruckerei, in Commission bei Karl Gerold's Sohn","['88 p.', 'Includes documents in Latin or German in ""Urkunden"": p. 44-88', 'Pages 4-88 also also numbered 60-144', '""Aus dem XXXI. Bande des von der kais. Akademie der Wissenschaften herausgegebenen Archivs für Kunde österreichischer Geschichtsquellen besonders abgedruckt.""', 'Includes bibliographical footnotes']","?limit=30&query=facet_creator,exact,Oelsner++Ludwig",,,,book,,HOLLIS+:,
109,"Lateinische Hymnen des Mittelalters: Als Nachtrag zu dem Hymnensammlungen von Daniel, Mone, Vilmar und G. Morel aus Handschriften und Icunabeln","Roth, F. W. E",1887,,Augsburg: B. Schmid,"x, 165, [1] p","?limit=30&query=facet_creator,exact,Roth++F.+W.+E",,,,book,"Hymns, Latin ; Catholic Church--Hymns",HOLLIS+:,
110,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
111,Recherches sur l'ancienne bibliothèque de Corbie,"Delisle, Léopold",,,,"Delisle Léopold. Recherches sur l'ancienne bibliothèque de Corbie. In: Comptes rendus des séances de l'Académie des Inscriptions et Belles-Lettres, 4ᵉ année, 1860. p. 46.","?limit=30&query=facet_creator,exact,Delisle++Léopold",,,,article,,"['HOLLIS+:', 'ISSN: 0065-0536']",
112,Inventaire des manuscrits conservés à la Bibliothèque impériale sous les numéros 8823-11503 du fonds latin [troisième et dernier article],"Delisle, Léopold",,,,"Delisle Léopold. Inventaire des manuscrits conservés à la Bibliothèque impériale sous les numéros 8823-11503 du fonds latin [troisième et dernier article].. In: Bibliothèque de l'école des chartes. 1863, tome 24. pp. 185-236.","?limit=30&query=facet_creator,exact,Delisle++Léopold",,,,article,,"['HOLLIS+:', 'ISSN: 0373-6237']",
113,"Examen de treize chartes de l'Ordre de Grammont,","['Delisle, Léopold, 1826-1910. $$QDelisle, Léopold, 1826-1910.', 'par Léopold Delisle ...']",1854,,"Caen, A. Hardel, 1854.",,"?limit=30&query=facet_creator,exact,Delisle++Léopold++1826-1910.+$$QDelisle++Léopold++1826-1910.","<a href=""http://id.lib.harvard.edu/alma/990052564510203941/catalog"">http://id.lib.harvard.edu/alma/990052564510203941/catalog</a>",,"""Extrait du XXe. volume des Mémoires de la Société des Antiquaires de Normandie.""Bibliographical footnotes.",book,,"['OCLC: 38752315', 'HOLLIS+: 990052564510203941']",
114,"['Leonis III Papae epistolae ad Carolum Magnum Imperatorem ; Capitulare Caroli M. de villis suis', 'Epistolae ad Carolum Magnum Imperatorem.']","['Leo III, Pope, -816. $$QLeo III, Pope, -816.', 'Hermannus Conringius nunc primum edidit & notis illustravit.']",1647,"['Conring, Hermann, 1606-1681.$$QConring, Hermann, 1606-1681.', 'Charlemagne, Emperor, 742-814. --Capitulare de villis suis. --$$QCharlemagne, Emperor, 742-814.', 'Holy Roman Empire. Capitulare de villis.$$QHoly Roman Empire. Capitulare de villis.']","Helmestadii : Apud Henningum Mullerum, 1647.",,"?limit=30&query=facet_creator,exact,Leo+III++Pope++-816.+$$QLeo+III++Pope++-816.","<a href=""http://id.lib.harvard.edu/alma/990026954770203941/catalog"">http://id.lib.harvard.edu/alma/990026954770203941/catalog</a>",,"With: Philologia sacra ... / auctore Johanne Vorstig. Lugduni Batavorum, 1658.",book,"Charlemagne, -- Emperor, -- 742-814.","['OCLC: 82301343', 'HOLLIS+: 990026954770203941']",
115,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
116,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
117,"['Missale romanum ex decreto Sacrosancti Concilii Tridentini restitutum', 'Missal.']",Catholic Church,1840,,Mechliniae: Typographia Hanicquiana,"['[76], 452, cxxiv p.', 'music', 'Rubricated']","?limit=30&query=facet_creator,exact,Catholic+Church",,,,book,Missals--Texts ; Catholic Church--Liturgy--Texts,HOLLIS+:,
118,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
119,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
120,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
121,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
122,Volumen primum [-secundum complectens scriptores rerum episcopatus Bambergensis,"Ludewig, Johann Peter von, 1668-1743 [editor] $$QLudewig, Johann Peter von, 1668-1743",1718,,"Francofurti, etc. 1718.",,"?limit=30&query=facet_creator,exact,Ludewig++Johann+Peter+von++1668-1743+[editor]+$$QLudewig++Johann+Peter+von++1668-1743","<a href=""http://id.lib.harvard.edu/alma/990034851970203941/catalog"">http://id.lib.harvard.edu/alma/990034851970203941/catalog</a>",,"Vol. 2 is : ""Volumen secundum complectens scriptores rerum Germanicarum.Added half-title-page engraved.",book,,"['OCLC: 85199781', 'HOLLIS+: 990034851970203941']",
123,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
124,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
125,Thesaurus hymnologicus : ...,"['Daniel, Hermann Adalbert, 1812-1871. $$QDaniel, Hermann Adalbert, 1812-1871.', 'carmina collegit, apparatu critico ornavit, veterum interpretum notas selectas suasque adiecit Herm. Adalbert. Daniel.']",1855-1856,,"Lipsiae : J.T. Loeschke, 1855-1856.",,"?limit=30&query=facet_creator,exact,Daniel++Hermann+Adalbert++1812-1871.+$$QDaniel++Hermann+Adalbert++1812-1871.","<a href=""http://id.lib.harvard.edu/alma/990009194010203941/catalog"">http://id.lib.harvard.edu/alma/990009194010203941/catalog</a>",,Includes indexes.Includes bibliographical references.,book,"['Hymns, Latin.', 'Hymns, Greek.', 'Hymns, Syriac.']","['OCLC: 3597914', 'HOLLIS+: 990009194010203941']",
126,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
127,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
128,Breviarium Romanum ex decreto SS. Concilii Tridentini restitutum. Cum officiis sanctorum novissime usque ad hanc diem concessis. Pars hiemalis,Catholic Church.$$QCatholic Church.,1882,Catholic Church. Breviary.$$QCatholic Church. Breviary.,"Mechliniæ, H. Dessain, 1882.",,"?limit=30&query=facet_creator,exact,Catholic+Church.$$QCatholic+Church.","<a href=""http://id.lib.harvard.edu/alma/990030001350203941/catalog"">http://id.lib.harvard.edu/alma/990030001350203941/catalog</a>",,,book,,"['OCLC: 81630879', 'HOLLIS+: 990030001350203941']",
129,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
130,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
131,"Lateinische Hymnen des Mittelalters: Als Nachtrag zu dem Hymnensammlungen von Daniel, Mone, Vilmar und G. Morel aus Handschriften und Icunabeln","Roth, F. W. E",1887,,Augsburg: B. Schmid,"x, 165, [1] p","?limit=30&query=facet_creator,exact,Roth++F.+W.+E",,,,book,"Hymns, Latin ; Catholic Church--Hymns",HOLLIS+:,
132,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
133,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
134,Epistolarum Decretalium Summorum Pontificum tomus primus [-tertius,,1591,"Ferrari, Giorgio ((Roma)) ; Colegio Imperial (Jesuitas) ; Universidad Complutense (Alcalá de Henares) ; Stamperia Del Popolo Romano (Roma)",Romae: in aedibus Populi Romani,"['3 v. (t.2: 72, 770, [4] p.)', 'CCPB', 'Edit16']",,,,,book,Cartas--Obras Anteriores A 1800,HOLLIS+:,
135,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
136,"L'Art de vérifier les dates des faits historiques, des chartes, des chroniques et autres anciens monumens, depuis la naissance de Notre-Seigneur, par le moyen d'une table chronologique ... Avec deux calendriers perpétuels, la chronologie historique des conciles, des papes, des quatre patriarches d'Orient, des empereurs... des rois... Nouvelle édition, revue, corrigée & augmentée, par un religieux bénédictin de la congrégation de S. Maur","Dantine, Maur . Auteur Du Texte ; Durand, Ursin . Auteur Du Texte ; Clémencet, Charles . Auteur Du Texte",1770,,"A Paris, chez G. Desprez. M.DCC.LXX",,"?limit=30&query=facet_creator,exact,Dantine++Maur+.+Auteur+Du+Texte+;+Durand++Ursin+.+Auteur+Du+Texte+;+Clémencet++Charles+.+Auteur+Du+Texte",,"OrderedDict([('a', OrderedDict([('@href', 'http://gallica.bnf.fr/ark:/12148/bpt6k9772186x/f1.thumbnail'), ('@target', '_new'), ('#text', 'thumbnail')]))])",,book,,HOLLIS+:,
137,"Anleitung zur quantitativen chemischen analyse: oder, Die lehre von der gewichtsbestimmung und scheidung der in der pharmacie, den künsten, gewerben und der landwirthschaft häufiger vorkommenden körper in einfachen und zusammengesetzten verbindungen","Fresenius, C. Remigius",1853,,Braunschweig: F. Vieweg und sohn,"['xx, 619 p.', 'Subject entries: Chemistry, analytic--quantitative']","?limit=30&query=facet_creator,exact,Fresenius++C.+Remigius",,,,book,,HOLLIS+:,
138,Handbuch der mathematischen und technischen Chronologie,"Ideler, Ludwig",1883,Ptolemy,Breslau: W. Koebner,"['2 v', ""Kanon der regenten oder regierungen (Claudiou Ptolemiou ... Kanōn basileōn; from Nicolas B. Halma's edition with French translation, of the works of Cl. Ptolomaeus, Paris, 1813-23), 1 Bd., p. 109-114""]","?limit=30&query=facet_creator,exact,Ideler++Ludwig",,,,book,"Calendar ; Chronology, Historical ; Chronology",HOLLIS+:,
139,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
140,Griechische Grammatik,"['Buttmann, Ph. (Philipp), 1764-1829. $$QButtmann, Ph. (Philipp), 1764-1829.', 'von Philipp Buttmann.']",1818,,"Berlin : Myliussische Buchhandlung, 1818.",,"?limit=30&query=facet_creator,exact,Buttmann++Ph.+(Philipp)++1764-1829.+$$QButtmann++Ph.+(Philipp)++1764-1829.","<a href=""http://id.lib.harvard.edu/alma/990046503190203941/catalog"">http://id.lib.harvard.edu/alma/990046503190203941/catalog</a>",,Includes index.,book,"['Greek language -- Grammar.', 'Greek language -- Grammar -- 1800-1869.']","['OCLC: 27200557', 'HOLLIS+: 990046503190203941']",
141,Kirchengeschichte Deutschlands,"Hauck'S, A",,,,,"?limit=30&query=facet_creator,exact,Hauck'S++A",,,,article,,"['HOLLIS+:', 'ISSN: 0040-5698']",
142,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
143,Die regionen der stadt Rom : nach den besten Handschriften berichtigt und mit einleitenden Abhandlungen und einem Commentare begleitet,"['Preller, Ludwig, 1809-1861. $$QPreller, Ludwig, 1809-1861.', 'von L. Preller.']",1846,,"Jena : C. Hochhausen, 1846.",,"?limit=30&query=facet_creator,exact,Preller++Ludwig++1809-1861.+$$QPreller++Ludwig++1809-1861.","<a href=""http://id.lib.harvard.edu/alma/990063682010203941/catalog"">http://id.lib.harvard.edu/alma/990063682010203941/catalog</a>",,"""Curiosum urbis Romae"": p. 2-31.",book,Rome (Italy) -- Description and travel.,"['OCLC: 3276631', 'HOLLIS+: 990063682010203941']",
144,"Leonis P. VIII privilegium de investituris Ottoni I Imperatori concessum: nec non Ludovici Germanorum regis summorum pontificum archiepiscoporum Coloniensium aliorum saeculi IX, X, XI epistolae ..","Floss, Heinrich Joseph",1858,,Friburgi in Brisgovia: Sumtibus Librariae Herderianae,"['lxi, 174 p', 'facsims']","?limit=30&query=facet_creator,exact,Floss++Heinrich+Joseph",,,,book,Popes--Election ; Holy Roman Empire--History--Sources--843-1273 ; Catholic Church--Holy Roman Empire--Foreign Relations,HOLLIS+:,
145,P. Cornelii Taciti Germania,"Tacitus, Cornelius",1860,"Haupt, Moriz ; Kritz, Justus Friedrich",Berolini: F. Schneider,"xii, 163 p.","?limit=30&query=facet_creator,exact,Tacitus++Cornelius",,,,book,Germanic Peoples ; Germany--History--Early Period To 843,HOLLIS+:,
146,De die natali liber,Censorinus,1867,"Hultsch, Fridericus",Lipsiae: Teubner,"xiii, 98 p","?limit=30&query=facet_creator,exact,Censorinus",,,,book,"Chronology, Historical ; Calendar;",HOLLIS+:,
147,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
148,L. Annaei Senecae philosophi Epistolae quae exstant ex recensione I. Lipsii,"Seneca, Lucius Annaeus",1639,"Lipsius, Justus",Lugdun. Batavor.: ex officina Elseviriana,502 p.,"?limit=30&query=facet_creator,exact,Seneca++Lucius+Annaeus",,,,book,,HOLLIS+:,
149,Anicii Manlii Torquati Severini Boetii De institutione arithmetica libri duo: De institutione musica libri quinque,Boethius,1867,"Friedlein, Gottfried",Lipsiae: in aedibus B. G. Teubneri,"['viii, 492 p', 'fold. tables, diagrs. (part fold.)']","?limit=30&query=facet_creator,exact,Boethius",,,,book,"Geometry--Early Works To 1800 ; Music, Greek And Roman ; Arithmetic--Early Works To 1900",HOLLIS+:,
150,"['Oracula sibyllina = (Weissagungen der zwölf Sibyllen) : nach dem einzigen, in der Stiftsbibliothek von St. Gallen aufbewahrten exemplare', 'Weissagungen der zwölf Sibyllen.']","hrsg. von P. Heitz, mit einer einleitung von W.L. Schreiber, 24 tafeln und 1 text illustration.",1903,"['Heitz, Paul, 1857-1943.$$QHeitz, Paul, 1857-1943.', 'Schreiber, Wilhelm Ludwig, 1855-1932.$$QSchreiber, Wilhelm Ludwig, 1855-1932.', 'Stiftsbibliothek Sankt Gallen.$$QStiftsbibliothek Sankt Gallen.']","Strassburg, J.H.E. Heitz (Heitz & Mündel) 1903.",,,"<a href=""http://id.lib.harvard.edu/alma/990022640700203941/catalog"">http://id.lib.harvard.edu/alma/990022640700203941/catalog</a>",,,book,Block books -- Facsimiles.,"['OCLC: 18053743', 'HOLLIS+: 990022640700203941']",
151,"Scriptores rei rustica, Libri de re rustica... (Reprod.) / Marcus Terentius Varro",Varron,1533,,[s.n.] (Venetiis),,"?limit=30&query=facet_creator,exact,Varron",,"OrderedDict([('a', OrderedDict([('@href', 'http://gallica.bnf.fr/ark:/12148/bpt6k585698/f1.thumbnail'), ('@target', '_new'), ('#text', 'thumbnail')]))])",,book,,HOLLIS+:,
152,"Florilegium Latinum, sive Thesaurus sententiarum quae in veterum poetarum Romanorum scriptis exstant","Frommelt, F. $$QFrommelt, F.",1870,,"Jenae, H. Dabis, 1870.",,"?limit=30&query=facet_creator,exact,Frommelt++F.+$$QFrommelt++F.","<a href=""http://id.lib.harvard.edu/alma/990049077870203941/catalog"">http://id.lib.harvard.edu/alma/990049077870203941/catalog</a>",,,book,,"['OCLC: 7513461', 'HOLLIS+: 990049077870203941']",
153,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
154,M. Valerius Probus de notis antiquis,"Mommsen, Theodor, 1817-1903. $$QMommsen, Theodor, 1817-1903.",,,,,"?limit=30&query=facet_creator,exact,Mommsen++Theodor++1817-1903.+$$QMommsen++Theodor++1817-1903.","<a href=""http://id.lib.harvard.edu/alma/990066508480203941/catalog"">http://id.lib.harvard.edu/alma/990066508480203941/catalog</a>",,"Extracted from: Berichte der kgl. sächs. Gesellschaft der Wissenschaften. 5. Jahrg. Leipzig, 1853. p. [91]-134.",book,"Probus, Marcus Valerius.","['OCLC: 56709025', 'HOLLIS+: 990066508480203941']",
155,P. Terenti Comoediae,"['Terence. $$QTerence.', 'with notes, critical and exegetical, an introduction and appendix, by Wilhelm Wagner.']",1869,"['Wagner, Wilhelm, 1843-1880 [ed]$$QWagner, Wilhelm, 1843-1880', 'Wagner, Wilhelm, 1843-1880 [editor]$$QWagner, Wilhelm, 1843-1880']","Cambridge : Deighton, Bell, 1869.",,"?limit=30&query=facet_creator,exact,Terence.+$$QTerence.","<a href=""http://id.lib.harvard.edu/alma/990067277720203941/catalog"">http://id.lib.harvard.edu/alma/990067277720203941/catalog</a>",,Title vignette (port.),book,,"['OCLC: 6808591', 'HOLLIS+: 990067277720203941']",
156,Q. Horatii Flacci Opera Omnia.,,,,,"WE have not a very clear idea of the meaning which the word emendata in this title-page is intended to convey; for an edition of a standard Latin author in great request, disfigured by a greater number of misprints, we do not remember to have ever seen. It seems, indeed, that Mr. Jahn corrected the press by a deputy, whose good intentions were unluckily defeated by a slow workman. 'Correctoris (says the editor, p. 284,) qui plagularum emendandarum curam gessit, diligentiam insignem aliquot in locis opificis tardi negligentia pessum dedit, cujus incuriae menda, quae remanserunt, fere omnia debentur.",,,,,article,Books - Reviews ; English Literature - History and Criticism ; Foreign News ; Great Britain - Politics and Government - 19th Century,"['HOLLIS+:', 'ISSN: 2043-2879']",
157,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
158,Leich,"Sayce, O. L.",,,,,"?limit=30&query=facet_creator,exact,Sayce++O.+L.",,,,reference_entry,,"['HOLLIS+:', 'ISBN: 978-1-4008-4142-4']",
159,Macrobius Aurelius integer: nitidus: suoq[ue] decori ab Ioanne Riuio superioribus annis: & nunc cura Ascensianorum: multo diligentius restitutus ... Addito libello argutissimo Censorini de die natali ..,"Macrobius, Ambrosius Aurelius Theodosius. $$QMacrobius, Ambrosius Aurelius Theodosius.",[1519],,[Parisiis] Vȩnundatur ab ipso Iodoco Badio Ascensio. [1519],,"?limit=30&query=facet_creator,exact,Macrobius++Ambrosius+Aurelius+Theodosius.+$$QMacrobius++Ambrosius+Aurelius+Theodosius.","<a href=""http://id.lib.harvard.edu/alma/990060969220203941/catalog"">http://id.lib.harvard.edu/alma/990060969220203941/catalog</a>",,"Colophon (leaf xciv): Macrobii Aurelii ... Saturnaliorũ libri ... nũc rursum impressi Parrhisius accuratione Ascensiana. Ad kalendas nouembris. M.D.XIX.Colophon (leaf cv): Apud Badium. Nonis nouemb. anno. MDXIX.Title within border of 4 ornamental panels; printer's mark on t.-p.""Somnivm Scipionis ex Ciceronis libro De repvblica excerptvm"": leaves 1-2.",book,,"['OCLC: 612555858', 'HOLLIS+: 990060969220203941']",
160,Geschichte der römischen Literatur,"Simon, Mathilde",,,,,"?limit=30&query=facet_creator,exact,Simon++Mathilde",,,,article,,"['HOLLIS+:', 'ISSN: 00351652']",
161,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
162,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
163,"['Des Quintus Horatius Flaccus Werke', 'Works.German.1820']",Horace,1820,"Voss, Johann Heinrich",Braunschweig: F. Vieweg,"['2 v', '1. Bd. Oden und Epoden.--2. Bd. Satiren und Episteln']","?limit=30&query=facet_creator,exact,Horace",,,,book,,HOLLIS+:,
164,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
165,"['M. Tullii Ciceronis Libri tres de natura deorum', 'Ciceronis De natura deorum. ; De natura deorum. ; De natura deorum.']","Cicero, Marcus Tullius",1818,"Creuzer, Georg Friedrich ; Wyttenbach, Daniel Albert ; Moser, Georg Heinrich ; Davies, John ; Ernesti, Johann August",Lipsiae: Bibliopolio Hahniano,"['xxxii, 848 p.', 'Spine title: Ciceronis De natura deorum', 'Includes bibliographical references and index']","?limit=30&query=facet_creator,exact,Cicero++Marcus+Tullius",,,,book,,HOLLIS+:,
166,P. Terentii Afri Comoediae,"Terencio Africano, Publio",1727,"Bentley, Richard ((Amsterdam)) ; Houbraken, Jacob ((Amsterdam)) ; Smith, G. ((Amsterdam)) ; Wetstein, R ((Amsterdam)) ; Biblioteca Complutense (Alcalá de Henares)",Amsteloedami: apud R. et J. Wetstenios et G. Smith,"[32], 444, [182], [8], 87, [96] p., [2] h. de grab.","?limit=30&query=facet_creator,exact,Terencio+Africano++Publio",,,,book,,HOLLIS+:,
167,"['P. Papinii Statii Opera', 'Works.1782']","Statius, P. Papinius",1782,"Markland, Jeremiah ; Gronovius, Joannes Fredericus",Mannhemii: Cura & sumptibus Societatis literatae,"['2 v. in 1', 'port.', 'Stamped below imprint of v. 2: Nunc apud Tobiam Loeffler', '""In P. Papinii Statii Silvas notae atque emendationes Jer. Marklandi contractae"": v. 2, p. [257]-327']","?limit=30&query=facet_creator,exact,Statius++P.+Papinius",,,,book,,HOLLIS+:,
168,"Nogle meddelelser om visse historiske bestanddele i sagnet om Olger Danske, tilligemed en undersøgelse om Chronica monasterii Sancti Martini majoris Coloniensis","Thorsen, P. G. (Peder Goth), 1811-1883. $$QThorsen, P. G. (Peder Goth), 1811-1883.",1866,,"Kjøb., 1866.",,"?limit=30&query=facet_creator,exact,Thorsen++P.+G.+(Peder+Goth)++1811-1883.+$$QThorsen++P.+G.+(Peder+Goth)++1811-1883.","<a href=""http://id.lib.harvard.edu/alma/990037441930203941/catalog"">http://id.lib.harvard.edu/alma/990037441930203941/catalog</a>",,"""Særskilt aftryk af Overs. over k.d. vid selsk. forhandl., 1865"", pp. 165-205.",book,"['Cologne. -- St. Martin (Kloster)', 'Ogier le Danois.']","['OCLC: 79909021', 'HOLLIS+: 990037441930203941']",
169,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
170,T. Livii Ab urbe condita lib. III-Vi qvae svpersvnt in codice rescripto Veronensi,"['Livy. $$QLivy.', 'Descripsit et edidit Th. Mommsen. Ex commentationibvs Regiae academiae scientiarvm Berolinensis.']",1868,"Mommsen, Theodor, 1817-1903 [ed]$$QMommsen, Theodor, 1817-1903","Berolini, Formis academicis, 1868.",,"?limit=30&query=facet_creator,exact,Livy.+$$QLivy.","<a href=""http://id.lib.harvard.edu/alma/990045787180203941/catalog"">http://id.lib.harvard.edu/alma/990045787180203941/catalog</a>",,,book,,"['OCLC: 30872300', 'HOLLIS+: 990045787180203941']",
171,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
172,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
173,A. Persii Flacci Satirarum liber,Persius,1900,"Hermann, Karl Friedrich ; Hermann, Karl Friedrich",Lipsiae: in aedibus B.G. Teubneri,"xvi, 21 p","?limit=30&query=facet_creator,exact,Persius",,,,book,"Verse Satire, Latin",HOLLIS+:,
174,"['M. Val. Martialis Epigrammaton libri', 'Epigrammata']",Martial,1842,"Schneidewin, Friedrich Wilhelm",Grimae: Gebhardt,"xvi, 379 p.","?limit=30&query=facet_creator,exact,Martial",,,,book,"Epigrams, Latin;",HOLLIS+:,
